,0,1,2,3,4,5
0,২৮-০৬-২০২০,০৭:০০:০০,953,1000,82,137
1,২৮-০৬-২০২০,০৬:০০:০০,953,1000,102,140
2,২৮-০৬-২০২০,০৩:০০:০০,953,1000,118,148
3,২৮-০৬-২০২০,০৫:০০:০০,953,1000,102,142
4,২৮-০৬-২০২০,০৪:০০:০০,953,1000,116,148
5,২৮-০৬-২০২০,০২:০০:০০,953,1000,120,153
6,২৮-০৬-২০২০,০১:০০:০০,953,1000,122,155
7,২৭-০৬-২০২০,২৪:০০:০০,943,1000,126,165
8,২৭-০৬-২০২০,২৩:০০:০০,943,1000,128,171
9,২৭-০৬-২০২০,২২:০০:০০,947,1000,132,172
10,২৭-০৬-২০২০,২১:০০:০০,952,1000,132,167
11,২৭-০৬-২০২০,২০:০০:০০,952,1000,128,173
12,২৭-০৬-২০২০,১৯:৩০:০০,952,1000,128,168
13,২৭-০৬-২০২০,১৯:০০:০০,952,1000,116,168
14,২৭-০৬-২০২০,১৮:০০:০০,952,1000,100,167
15,২৭-০৬-২০২০,১৭:০০:০০,952,1000,88,164
16,২৭-০৬-২০২০,১৬:০০:০০,952,1000,90,165
17,২৭-০৬-২০২০,১৫:০০:০০,952,1000,80,163
18,২৭-০৬-২০২০,১৪:০০:০০,952,1000,98,162
19,২৭-০৬-২০২০,১৩:০০:০০,952,1000,92,162
20,২৭-০৬-২০২০,১২:০০:০০,952,1000,102,161
21,২৭-০৬-২০২০,১১:০০:০০,952,1000,100,153
22,২৭-০৬-২০২০,১০:০০:০০,952,1000,88,145
23,২৭-০৬-২০২০,০৯:০০:০০,952,1000,94,144
24,২৭-০৬-২০২০,০৮:০০:০০,952,1000,112,143
25,২৭-০৬-২০২০,০৭:০০:০০,952,1000,108,137
26,২৭-০৬-২০২০,০৬:০০:০০,952,1000,114,137
27,২৭-০৬-২০২০,০৫:০০:০০,952,1000,130,140
28,২৭-০৬-২০২০,০৪:০০:০০,952,1000,134,134
29,২৭-০৬-২০২০,০৩:০০:০০,944,1000,138,146
30,২৭-০৬-২০২০,০২:০০:০০,944,1000,138,148
31,২৭-০৬-২০২০,০১:০০:০০,953,1000,140,153
32,২৬-০৬-২০২০,২৪:০০:০০,953,1000,146,155
33,২৬-০৬-২০২০,২৩:০০:০০,953,1000,150,165
34,২৬-০৬-২০২০,২২:০০:০০,953,1000,148,171
35,২৬-০৬-২০২০,২১:০০:০০,948,1000,148,170
36,২৬-০৬-২০২০,২০:০০:০০,948,1000,144,166
37,২৬-০৬-২০২০,১৯:৩০:০০,948,1000,140,172
38,২৬-০৬-২০২০,১৯:০০:০০,948,1000,136,172
39,২৬-০৬-২০২০,১৮:০০:০০,948,1000,102,168
40,২৬-০৬-২০২০,১৭:০০:০০,948,1000,108,167
41,২৬-০৬-২০২০,১৬:০০:০০,948,1000,104,164
42,২৬-০৬-২০২০,১৫:০০:০০,948,1000,108,165
43,২৬-০৬-২০২০,১৪:০০:০০,948,100,102,162
44,২৬-০৬-২০২০,১৩:০০:০০,948,1000,96,162
45,২৬-০৬-২০২০,১২:০০:০০,942,1000,92,161
46,২৬-০৬-২০২০,১১:০০:০০,942,1000,88,153
47,২৬-০৬-২০২০,১০:০০:০০,942,1000,82,145
48,২৬-০৬-২০২০,০৯:০০:০০,942,1000,88,144
49,২৬-০৬-২০২০,০৮:০০:০০,942,1000,92,143
50,২৬-০৬-২০২০,০৭:০০:০০,942,1000,124,137
51,২৬-০৬-২০২০,০৬:০০:০০,942,1000,128,137
52,২৬-০৬-২০২০,০৫:০০:০০,942,1000,136,140
53,২৬-০৬-২০২০,০৪:০০:০০,942,1000,144,144
54,২৬-০৬-২০২০,০৩:০০:০০,942,1000,150,146
55,২৬-০৬-২০২০,০২:০০:০০,942,1000,158,148
56,২৬-০৬-২০২০,০১:০০:০০,942,1000,164,153
57,২৫-০৬-২০২০,২৪:০০:০০,941,1000,168,155
58,২৫-০৬-২০২০,২৩:০০:০০,941,1000,172,165
59,২৫-০৬-২০২০,২২:০০:০০,941,1000,174,171
60,২৫-০৬-২০২০,২১:০০:০০,941,1000,172,171
61,২৫-০৬-২০২০,২০:০০:০০,941,1000,166,167
62,২৫-০৬-২০২০,১৯:৩০:০০,941,1000,166,173
63,২৫-০৬-২০২০,১৯:০০:০০,941,1000,164,173
64,২৫-০৬-২০২০,১৮:০০:০০,941,1000,132,168
65,২৫-০৬-২০২০,১৭:০০:০০,941,1000,142,167
66,২৫-০৬-২০২০,১৬:০০:০০,941,1000,154,164
67,২৫-০৬-২০২০,১৫:০০:০০,941,1000,158,165
68,২৫-০৬-২০২০,১৪:০০:০০,941,1000,138,163
69,২৫-০৬-২০২০,১৩:০০:০০,941,1000,130,162
70,২৫-০৬-২০২০,১২:০০:০০,942,1000,126,161
71,২৫-০৬-২০২০,১১:০০:০০,942,1000,138,153
72,২৫-০৬-২০২০,১০:০০:০০,942,1000,136,145
73,২৫-০৬-২০২০,০৯:০০:০০,942,1000,130,144
74,২৫-০৬-২০২০,০৮:০০:০০,942,1000,126,143
75,২৫-০৬-২০২০,০৭:০০:০০,946,1000,124,137
76,২৫-০৬-২০২০,০৬:০০:০০,946,1000,126,137
77,২৫-০৬-২০২০,০৫:০০:০০,946,1000,136,140
78,২৫-০৬-২০২০,০৪:০০:০০,946,1000,144,144
79,২৫-০৬-২০২০,০৩:০০:০০,946,1000,150,146
80,২৫-০৬-২০২০,০২:০০:০০,946,1000,156,148
81,২৫-০৬-২০২০,০১:০০:০০,946,1000,162,153
82,২৪-০৬-২০২০,২৪:০০:০০,950,1000,168,155
83,২৪-০৬-২০২০,২৩:০০:০০,950,1000,172,165
84,২৪-০৬-২০২০,২২:০০:০০,950,1000,174,171
85,২৪-০৬-২০২০,২১:০০:০০,950,1000,170,170
86,২৪-০৬-২০২০,২০:০০:০০,950,1000,162,166
87,২৪-০৬-২০২০,১৯:৩০:০০,950,1000,166,172
88,২৪-০৬-২০২০,১৯:০০:০০,950,1000,162,172
89,২৪-০৬-২০২০,১৮:০০:০০,950,1000,130,168
90,২৪-০৬-২০২০,১৭:০০:০০,950,1000,136,167
91,২৪-০৬-২০২০,১৬:০০:০০,950,1000,144,164
92,২৪-০৬-২০২০,১৫:০০:০০,950,1000,154,165
93,২৪-০৬-২০২০,১৪:০০:০০,950,1000,150,162
94,২৪-০৬-২০২০,১৩:০০:০০,950,1000,142,162
95,২৪-০৬-২০২০,১২:০০:০০,950,1000,140,162
96,২৪-০৬-২০২০,১১:০০:০০,950,1000,138,154
97,২৪-০৬-২০২০,১০:০০:০০,952,1000,134,146
98,২৪-০৬-২০২০,০৯:০০:০০,952,1000,126,144
99,২৪-০৬-২০২০,০৮:০০:০০,952,1000,130,143
100,২৪-০৬-২০২০,০৭:০০:০০,952,1000,114,138
101,২৪-০৬-২০২০,০৬:০০:০০,952,1000,110,137
102,২৪-০৬-২০২০,০৫:০০:০০,952,1000,120,140
103,২৪-০৬-২০২০,০৪:০০:০০,952,1000,130,145
104,২৪-০৬-২০২০,০৩:০০:০০,952,1000,140,146
105,২৪-০৬-২০২০,০২:০০:০০,952,1000,140,149
106,২৪-০৬-২০২০,০১:০০:০০,952,1000,150,153
107,২৩-০৬-২০২০,২৪:০০:০০,952,1000,160,155
108,২৩-০৬-২০২০,২৩:০০:০০,948,1000,166,166
109,২৩-০৬-২০২০,২২:০০:০০,948,1000,166,172
110,২৩-০৬-২০২০,২১:০০:০০,940,1000,164,167
111,২৩-০৬-২০২০,২০:০০:০০,940,1000,162,173
112,২৩-০৬-২০২০,১৯:৩০:০০,940,1000,160,168
113,২৩-০৬-২০২০,১৯:০০:০০,940,1000,160,168
114,২৩-০৬-২০২০,১৮:০০:০০,940,1000,120,167
115,২৩-০৬-২০২০,১৭:০০:০০,940,1000,132,164
116,২৩-০৬-২০২০,১৬:০০:০০,940,1000,142,165
117,২৩-০৬-২০২০,১৫:০০:০০,690,750,148,163
118,২৩-০৬-২০২০,১৪:০০:০০,495,550,146,162
119,২৩-০৬-২০২০,১৩:০০:০০,495,550,120,162
120,২৩-০৬-২০২০,১২:০০:০০,946,1000,128,161
121,২৩-০৬-২০২০,১১:০০:০০,946,1000,120,153
122,২৩-০৬-২০২০,১০:০০:০০,959,1000,120,145
123,২৩-০৬-২০২০,০৯:০০:০০,959,1000,122,144
124,২৩-০৬-২০২০,০৮:০০:০০,959,1000,120,143
125,২৩-০৬-২০২০,০৭:০০:০০,959,1000,116,137
126,২৩-০৬-২০২০,০৬:০০:০০,959,1000,120,137
127,২৩-০৬-২০২০,০৫:০০:০০,959,1000,140,140
128,২৩-০৬-২০২০,০৪:০০:০০,959,1000,148,144
129,২৩-০৬-২০২০,০৩:০০:০০,959,1000,146,146
130,২৩-০৬-২০২০,০২:০০:০০,959,1000,150,148
131,২৩-০৬-২০২০,০১:০০:০০,959,1000,154,153
132,২২-০৬-২০২০,২৪:০০:০০,954,1000,90,155
133,২২-০৬-২০২০,২৩:০০:০০,956,1000,162,165
134,২২-০৬-২০২০,২২:০০:০০,956,1000,166,171
135,২২-০৬-২০২০,২১:০০:০০,956,1000,162,170
136,২২-০৬-২০২০,২০:০০:০০,956,1000,160,166
137,২২-০৬-২০২০,১৯:৩০:০০,956,1000,160,172
138,২২-০৬-২০২০,১৯:০০:০০,952,1000,150,172
139,২২-০৬-২০২০,১৮:০০:০০,952,1000,114,168
140,২২-০৬-২০২০,১৭:০০:০০,952,1000,110,167
141,২২-০৬-২০২০,১৬:০০:০০,952,1000,122,164
142,২২-০৬-২০২০,১৫:০০:০০,952,1000,122,165
143,২২-০৬-২০২০,১৪:০০:০০,952,1000,68,162
144,২২-০৬-২০২০,১৩:০০:০০,952,1000,60,162
145,২২-০৬-২০২০,১২:০০:০০,952,1000,0,154
146,২২-০৬-২০২০,১১:০০:০০,952,1000,0,146
147,২২-০৬-২০২০,১০:০০:০০,952,1000,104,144
148,২২-০৬-২০২০,০৯:০০:০০,952,1000,106,143
149,২২-০৬-২০২০,০৮:০০:০০,952,1000,102,138
150,২২-০৬-২০২০,০৭:০০:০০,952,1000,96,137
151,২২-০৬-২০২০,০৬:০০:০০,952,1000,80,140
152,২২-০৬-২০২০,০৫:০০:০০,952,1000,98,145
153,২২-০৬-২০২০,০৪:০০:০০,952,1000,110,146
154,২২-০৬-২০২০,০৩:০০:০০,953,1000,118,149
155,২২-০৬-২০২০,০২:০০:০০,953,1000,124,153
156,২২-০৬-২০২০,০১:০০:০০,953,1000,114,155
157,২১-০৬-২০২০,২৪:০০:০০,959,1000,136,166
158,২১-০৬-২০২০,২৩:০০:০০,959,1000,138,172
159,২১-০৬-২০২০,২২:০০:০০,959,1000,124,171
160,২১-০৬-২০২০,২১:০০:০০,959,1000,124,167
161,২১-০৬-২০২০,২০:০০:০০,959,1000,122,167
162,২১-০৬-২০২০,১৯:৩০:০০,959,1000,124,173
163,২১-০৬-২০২০,১৯:০০:০০,959,1000,134,173
164,২১-০৬-২০২০,১৮:০০:০০,959,1000,104,168
165,২১-০৬-২০২০,১৭:০০:০০,959,1000,112,167
166,২১-০৬-২০২০,১৬:০০:০০,959,1000,120,164
167,২১-০৬-২০২০,১৫:০০:০০,959,1000,120,165
168,২১-০৬-২০২০,১৪:০০:০০,959,1000,108,163
169,২১-০৬-২০২০,১৩:০০:০০,959,1000,98,162
170,২১-০৬-২০২০,১২:০০:০০,959,1000,99,161
171,২১-০৬-২০২০,১১:০০:০০,959,1000,101,153
172,২১-০৬-২০২০,১০:০০:০০,959,1000,98,145
173,২১-০৬-২০২০,০৯:০০:০০,959,1000,91,144
174,২১-০৬-২০২০,০৮:০০:০০,959,1000,102,143
175,২১-০৬-২০২০,০৭:০০:০০,959,1000,106,137
176,২১-০৬-২০২০,০৬:০০:০০,959,1000,114,137
177,২১-০৬-২০২০,০৫:০০:০০,959,1000,128,140
178,২১-০৬-২০২০,০৪:০০:০০,959,1000,136,144
179,২১-০৬-২০২০,০৩:০০:০০,959,1000,140,146
180,২১-০৬-২০২০,০২:০০:০০,959,1000,146,148
181,২১-০৬-২০২০,০১:০০:০০,959,1000,150,153
182,২০-০৬-২০২০,২৪:০০:০০,952,1000,152,155
183,২০-০৬-২০২০,২৩:০০:০০,952,1000,158,165
184,২০-০৬-২০২০,২২:০০:০০,952,1000,158,171
185,২০-০৬-২০২০,২১:০০:০০,952,1000,158,176
186,২০-০৬-২০২০,২০:০০:০০,951,1000,156,166
187,২০-০৬-২০২০,১৯:৩০:০০,951,1000,154,172
188,২০-০৬-২০২০,১৯:০০:০০,951,1000,150,172
189,২০-০৬-২০২০,১৮:০০:০০,761,800,108,168
190,২০-০৬-২০২০,১৭:০০:০০,761,800,122,167
191,২০-০৬-২০২০,১৬:০০:০০,761,800,146,164
192,২০-০৬-২০২০,১৫:০০:০০,761,800,144,165
193,২০-০৬-২০২০,১৪:০০:০০,761,800,144,162
194,২০-০৬-২০২০,১৩:০০:০০,761,800,128,162
195,২০-০৬-২০২০,১২:০০:০০,758,800,128,162
196,২০-০৬-২০২০,১১:০০:০০,758,800,124,154
197,২০-০৬-২০২০,১০:০০:০০,758,800,120,146
198,২০-০৬-২০২০,০৯:০০:০০,758,800,116,144
199,২০-০৬-২০২০,০৮:০০:০০,758,800,112,143
200,২০-০৬-২০২০,০৭:০০:০০,659,700,106,138
201,২০-০৬-২০২০,০৬:০০:০০,659,700,104,137
202,২০-০৬-২০২০,০৫:০০:০০,659,700,188,140
203,২০-০৬-২০২০,০৪:০০:০০,764,800,122,145
204,২০-০৬-২০২০,০৩:০০:০০,764,800,130,146
205,২০-০৬-২০২০,০২:০০:০০,764,800,132,149
206,২০-০৬-২০২০,০১:০০:০০,764,800,136,153
207,১৯-০৬-২০২০,২৪:০০:০০,960,1000,140,155
208,১৯-০৬-২০২০,২৩:০০:০০,958,1000,148,166
209,১৯-০৬-২০২০,২২:০০:০০,958,1000,150,172
210,১৯-০৬-২০২০,২১:০০:০০,956,1000,148,167
211,১৯-০৬-২০২০,২০:০০:০০,956,1000,144,173
212,১৯-০৬-২০২০,১৯:৩০:০০,956,1000,142,168
213,১৯-০৬-২০২০,১৯:০০:০০,956,1000,140,168
214,১৯-০৬-২০২০,১৮:০০:০০,956,1000,100,167
215,১৯-০৬-২০২০,১৭:০০:০০,956,1000,104,164
216,১৯-০৬-২০২০,১৬:০০:০০,956,1000,108,165
217,১৯-০৬-২০২০,১৫:০০:০০,956,1000,120,163
218,১৯-০৬-২০২০,১৪:০০:০০,956,1000,114,162
219,১৯-০৬-২০২০,১৩:০০:০০,956,1000,112,162
220,১৯-০৬-২০২০,১২:০০:০০,514,550,82,161
221,১৯-০৬-২০২০,১১:০০:০০,514,550,98,153
222,১৯-০৬-২০২০,১০:০০:০০,514,550,92,145
223,১৯-০৬-২০২০,০৯:০০:০০,514,550,90,144
224,১৯-০৬-২০২০,০৮:০০:০০,514,550,90,143
225,১৯-০৬-২০২০,০৭:০০:০০,514,550,90,137
226,১৯-০৬-২০২০,০৬:০০:০০,709,750,96,137
227,১৯-০৬-২০২০,০৫:০০:০০,956,1000,102,140
228,১৯-০৬-২০২০,০৪:০০:০০,956,1000,116,144
229,১৯-০৬-২০২০,০৩:০০:০০,956,1000,112,146
230,১৯-০৬-২০২০,০২:০০:০০,956,1000,124,148
231,১৯-০৬-২০২০,০১:০০:০০,956,1000,132,153
232,১৮-০৬-২০২০,২৪:০০:০০,956,1000,136,155
233,১৮-০৬-২০২০,২৩:০০:০০,946,1000,140,165
234,১৮-০৬-২০২০,২২:০০:০০,946,1000,142,171
235,১৮-০৬-২০২০,২১:০০:০০,946,1000,140,170
236,১৮-০৬-২০২০,২০:০০:০০,946,1000,138,166
237,১৮-০৬-২০২০,১৯:৩০:০০,946,1000,140,172
238,১৮-০৬-২০২০,১৯:০০:০০,946,1000,138,172
239,১৮-০৬-২০২০,১৮:০০:০০,946,1000,110,168
240,১৮-০৬-২০২০,১৭:০০:০০,946,1000,112,167
241,১৮-০৬-২০২০,১৬:০০:০০,946,1000,104,164
242,১৮-০৬-২০২০,১৫:০০:০০,946,1000,118,165
243,১৮-০৬-২০২০,১৪:০০:০০,946,1000,116,162
244,১৮-০৬-২০২০,১৩:০০:০০,947,1000,110,162
245,১৮-০৬-২০২০,১২:০০:০০,947,1000,96,154
246,১৮-০৬-২০২০,১১:০০:০০,947,1000,76,146
247,১৮-০৬-২০২০,১০:০০:০০,947,1000,64,144
248,১৮-০৬-২০২০,০৯:০০:০০,947,1000,52,143
249,১৮-০৬-২০২০,০৮:০০:০০,947,1000,90,137
250,১৮-০৬-২০২০,০৭:০০:০০,946,1000,78,137
251,১৮-০৬-২০২০,০৬:০০:০০,946,1000,88,137
252,১৮-০৬-২০২০,০৫:০০:০০,946,1000,112,140
253,১৮-০৬-২০২০,০৪:০০:০০,946,1000,114,144
254,১৮-০৬-২০২০,০৩:০০:০০,946,1000,102,146
255,১৮-০৬-২০২০,০২:০০:০০,946,1000,116,148
256,১৮-০৬-২০২০,০১:০০:০০,946,1000,122,153
257,১৭-০৬-২০২০,২৪:০০:০০,946,1000,128,155
258,১৭-০৬-২০২০,২৩:০০:০০,946,1000,132,165
259,১৭-০৬-২০২০,২২:০০:০০,946,1000,136,171
260,১৭-০৬-২০২০,২১:০০:০০,946,1000,130,176
261,১৭-০৬-২০২০,২০:০০:০০,946,1000,144,167
262,১৭-০৬-২০২০,১৯:৩০:০০,946,1000,144,173
263,১৭-০৬-২০২০,১৯:০০:০০,946,1000,144,173
264,১৭-০৬-২০২০,১৮:০০:০০,946,1000,112,168
265,১৭-০৬-২০২০,১৭:০০:০০,946,1000,110,167
266,১৭-০৬-২০২০,১৬:০০:০০,946,1000,120,164
267,১৭-০৬-২০২০,১৫:০০:০০,946,1000,132,165
268,১৭-০৬-২০২০,১৪:০০:০০,946,1000,128,163
269,১৭-০৬-২০২০,১৩:০০:০০,946,1000,126,162
270,১৭-০৬-২০২০,১২:০০:০০,945,1000,120,161
271,১৭-০৬-২০২০,১১:০০:০০,945,1000,134,153
272,১৭-০৬-২০২০,১০:০০:০০,945,1000,126,145
273,১৭-০৬-২০২০,০৯:০০:০০,945,1000,122,144
274,১৭-০৬-২০২০,০৮:০০:০০,945,1000,120,143
275,১৭-০৬-২০২০,০৭:০০:০০,945,1000,110,137
276,১৭-০৬-২০২০,০৬:০০:০০,945,1000,96,140
277,১৭-০৬-২০২০,০৫:০০:০০,945,1000,130,144
278,১৭-০৬-২০২০,০৪:০০:০০,945,1000,132,146
279,১৭-০৬-২০২০,০৩:০০:০০,945,1000,138,148
280,১৭-০৬-২০২০,০২:০০:০০,945,1000,144,153
281,১৭-০৬-২০২০,০১:০০:০০,945,1000,146,155
282,১৬-০৬-২০২০,২৪:০০:০০,949,1000,156,165
283,১৬-০৬-২০২০,২৩:০০:০০,949,1000,154,171
284,১৬-০৬-২০২০,২২:০০:০০,949,1000,168,170
285,১৬-০৬-২০২০,২১:০০:০০,949,1000,166,166
286,১৬-০৬-২০২০,২০:০০:০০,950,1000,160,166
287,১৬-০৬-২০২০,১৯:৩০:০০,950,1000,166,172
288,১৬-০৬-২০২০,১৯:০০:০০,950,1000,154,172
289,১৬-০৬-২০২০,১৮:০০:০০,950,1000,118,168
290,১৬-০৬-২০২০,১৭:০০:০০,950,1000,128,167
291,১৬-০৬-২০২০,১৬:০০:০০,950,1000,140,164
292,১৬-০৬-২০২০,১৫:০০:০০,950,1000,144,165
293,১৬-০৬-২০২০,১৪:০০:০০,950,1000,144,162
294,১৬-০৬-২০২০,১৩:০০:০০,950,1000,134,162
295,১৬-০৬-২০২০,১২:০০:০০,955,1000,132,162
296,১৬-০৬-২০২০,১১:০০:০০,955,1000,136,154
297,১৬-০৬-২০২০,১০:০০:০০,955,1000,134,146
298,১৬-০৬-২০২০,০৯:০০:০০,955,1000,130,144
299,১৬-০৬-২০২০,০৮:০০:০০,955,1000,114,143
300,১৬-০৬-২০২০,০৭:০০:০০,955,1000,116,138
301,১৬-০৬-২০২০,০৬:০০:০০,955,1000,116,140
302,১৬-০৬-২০২০,০৫:০০:০০,955,1000,130,145
303,১৬-০৬-২০২০,০৪:০০:০০,955,1000,140,146
304,১৬-০৬-২০২০,০৩:০০:০০,955,1000,148,149
305,১৬-০৬-২০২০,০২:০০:০০,955,1000,148,153
306,১৬-০৬-২০২০,০১:০০:০০,955,1000,154,155
307,১৫-০৬-২০২০,২৪:০০:০০,955,1000,158,166
308,১৫-০৬-২০২০,২৩:০০:০০,955,1000,168,172
309,১৫-০৬-২০২০,২২:০০:০০,955,1000,172,171
310,১৫-০৬-২০২০,২১:০০:০০,955,1000,166,167
311,১৫-০৬-২০২০,২০:০০:০০,955,1000,168,172
312,১৫-০৬-২০২০,১৯:৩০:০০,955,1000,164,170
313,১৫-০৬-২০২০,১৯:০০:০০,955,1000,160,168
314,১৫-০৬-২০২০,১৮:০০:০০,955,1000,126,167
315,১৫-০৬-২০২০,১৭:০০:০০,955,1000,134,164
316,১৫-০৬-২০২০,১৬:০০:০০,955,1000,140,165
317,১৫-০৬-২০২০,১৫:০০:০০,955,1000,144,162
318,১৫-০৬-২০২০,১৪:০০:০০,955,1000,148,162
319,১৫-০৬-২০২০,১৩:০০:০০,955,1000,136,161
320,১৫-০৬-২০২০,১২:০০:০০,955,1000,130,161
321,১৫-০৬-২০২০,১১:০০:০০,955,1000,130,153
322,১৫-০৬-২০২০,১০:০০:০০,955,1000,130,145
323,১৫-০৬-২০২০,০৯:০০:০০,955,1000,124,144
324,১৫-০৬-২০২০,০৮:০০:০০,955,1000,114,143
325,১৫-০৬-২০২০,০৭:০০:০০,955,1000,104,137
326,১৫-০৬-২০২০,০৬:০০:০০,955,1000,118,137
327,১৫-০৬-২০২০,০৫:০০:০০,955,1000,128,140
328,১৫-০৬-২০২০,০৪:০০:০০,955,1000,138,144
329,১৫-০৬-২০২০,০৩:০০:০০,955,1000,142,146
330,১৫-০৬-২০২০,০২:০০:০০,955,1000,150,148
331,১৫-০৬-২০২০,০১:০০:০০,955,1000,154,153
332,১৪-০৬-২০২০,২৪:০০:০০,955,1000,158,155
333,১৪-০৬-২০২০,২৩:০০:০০,955,1000,160,165
334,১৪-০৬-২০২০,২২:০০:০০,955,1000,162,171
335,১৪-০৬-২০২০,২১:০০:০০,954,1000,146,170
336,১৪-০৬-২০২০,২০:০০:০০,955,1000,148,173
337,১৪-০৬-২০২০,১৯:৩০:০০,955,1000,146,168
338,১৪-০৬-২০২০,১৯:০০:০০,955,1000,148,168
339,১৪-০৬-২০২০,১৮:০০:০০,955,1000,100,167
340,১৪-০৬-২০২০,১৭:০০:০০,955,1000,118,164
341,১৪-০৬-২০২০,১৬:০০:০০,955,1000,124,165
342,১৪-০৬-২০২০,১৫:০০:০০,955,1000,128,163
343,১৪-০৬-২০২০,১৪:০০:০০,955,1000,116,162
344,১৪-০৬-২০২০,১৩:০০:০০,954,1000,80,161
345,১৪-০৬-২০২০,১২:০০:০০,954,1000,113,153
346,১৪-০৬-২০২০,১১:০০:০০,954,1000,134,145
347,১৪-০৬-২০২০,১০:০০:০০,954,1000,118,144
348,১৪-০৬-২০২০,০৯:০০:০০,954,1000,110,143
349,১৪-০৬-২০২০,০৮:০০:০০,954,1000,108,137
350,১৪-০৬-২০২০,০৭:০০:০০,955,1000,104,138
351,১৪-০৬-২০২০,০৬:০০:০০,955,1000,102,137
352,১৪-০৬-২০২০,০৫:০০:০০,955,1000,104,140
353,১৪-০৬-২০২০,০৪:০০:০০,955,1000,134,145
354,১৪-০৬-২০২০,০৩:০০:০০,955,1000,134,146
355,১৪-০৬-২০২০,০২:০০:০০,954,1000,134,149
356,১৪-০৬-২০২০,০১:০০:০০,954,1000,134,153
357,১৪-০৬-২০২০,২৪:০০:০০,955,1000,138,155
358,১৩-০৬-২০২০,২৩:০০:০০,955,1000,144,166
359,১৩-০৬-২০২০,২২:০০:০০,955,1000,144,172
360,১৩-০৬-২০২০,২১:০০:০০,954,1000,146,170
361,১৩-০৬-২০২০,২০:০০:০০,954,1000,134,166
362,১৩-০৬-২০২০,১৯:৩০:০০,954,1000,134,172
363,১৩-০৬-২০২০,১৯:০০:০০,954,1000,134,172
364,১৩-০৬-২০২০,১৮:০০:০০,954,1000,108,168
365,১৩-০৬-২০২০,১৭:০০:০০,954,1000,108,167
366,১৩-০৬-২০২০,১৬:০০:০০,954,1000,112,164
367,১৩-০৬-২০২০,১৫:০০:০০,954,1000,120,165
368,১৩-০৬-২০২০,১৪:০০:০০,562,600,128,162
369,১৩-০৬-২০২০,১৩:০০:০০,562,600,108,150
370,১৩-০৬-২০২০,১২:০০:০০,562,600,104,153
371,১৩-০৬-২০২০,১১:০০:০০,562,600,104,145
372,১৩-০৬-২০২০,১০:০০:০০,562,600,94,144
373,১৩-০৬-২০২০,০৯:০০:০০,562,600,90,143
374,১৩-০৬-২০২০,০৮:০০:০০,562,600,88,137
375,১৩-০৬-২০২০,০৭:০০:০০,562,600,84,137
376,১৩-০৬-২০২০,০৬:০০:০০,660,732,86,140
377,১৩-০৬-২০২০,০৫:০০:০০,955,1000,102,145
378,১৩-০৬-২০২০,০৪:০০:০০,955,1000,116,146
379,১৩-০৬-২০২০,০৩:০০:০০,955,1000,120,149
380,১৩-০৬-২০২০,০২:০০:০০,955,1000,130,153
381,১৩-০৬-২০২০,০১:০০:০০,955,1000,140,155
382,১২-০৬-২০২০,২৪:০০:০০,948,1000,146,166
383,১২-০৬-২০২০,২৩:০০:০০,948,1000,146,172
384,১২-০৬-২০২০,২২:০০:০০,948,1000,148,171
385,১২-০৬-২০২০,২১:০০:০০,949,1000,152,171
386,১২-০৬-২০২০,২০:০০:০০,949,1000,148,167
387,১২-০৬-২০২০,১৯:৩০:০০,949,1000,148,173
388,১২-০৬-২০২০,১৯:০০:০০,949,1000,148,173
389,১২-০৬-২০২০,১৮:০০:০০,949,1000,108,168
390,১২-০৬-২০২০,১৭:০০:০০,853,900,100,167
391,১২-০৬-২০২০,১৬:০০:০০,853,900,96,164
392,১২-০৬-২০২০,১৫:০০:০০,853,900,92,165
393,১২-০৬-২০২০,১৪:০০:০০,853,900,98,163
394,১২-০৬-২০২০,১৩:০০:০০,557,600,94,162
395,১২-০৬-২০২০,১২:০০:০০,556,1000,116,161
396,১২-০৬-২০২০,১১:০০:০০,556,600,120,153
397,১২-০৬-২০২০,১০:০০:০০,556,600,114,145
398,১২-০৬-২০২০,০৯:০০:০০,556,600,106,144
399,১২-০৬-২০২০,০৮:০০:০০,556,600,106,143
400,১২-০৬-২০২০,০৭:০০:০০,556,600,112,140
401,১২-০৬-২০২০,০৬:০০:০০,556,600,110,140
402,১২-০৬-২০২০,০৫:০০:০০,508,550,132,144
403,১২-০৬-২০২০,০৪:০০:০০,508,550,140,146
404,১২-০৬-২০২০,০৩:০০:০০,505,550,146,148
405,১২-০৬-২০২০,০২:০০:০০,505,550,150,153
406,১২-০৬-২০২০,০১:০০:০০,505,550,152,155
407,১১-০৬-২০২০,২৪:০০:০০,949,1000,160,165
408,১১-০৬-২০২০,২৩:০০:০০,949,1000,164,171
409,১১-০৬-২০২০,২২:০০:০০,949,1000,164,170
410,১১-০৬-২০২০,২১:০০:০০,949,1000,152,166
411,১১-০৬-২০২০,২০:০০:০০,949,1000,150,172
412,১১-০৬-২০২০,১৯:৩০:০০,949,1000,146,170
413,১১-০৬-২০২০,১৯:০০:০০,949,1000,160,168
414,১১-০৬-২০২০,১৮:০০:০০,949,1000,118,168
415,১১-০৬-২০২০,১৭:০০:০০,949,1000,126,164
416,১১-০৬-২০২০,১৬:০০:০০,949,1000,142,165
417,১১-০৬-২০২০,১৫:০০:০০,949,1000,156,162
418,১১-০৬-২০২০,১৪:০০:০০,949,1000,152,162
